Time,Device,tps,kB_read/s,kB_wrtn/s,kB_dscd/s,kB_read,kB_wrtn,kB_dscd,%user,%nice,%system,%iowait,%steal,%idle
2024-11-01 18:26:24,loop35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,loop9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,nvme0n1,0.00,0.00,0.00,0.00,0.00,0.00,38.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:24,nvme1n1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,0.00,4.82,0.06,0.00,86.50
2024-11-01 18:26:25,loop0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,loop9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,nvme0n1,0.00,0.00,0.00,0.00,0.00,0.00,192.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:25,nvme1n1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.06,5.45,0.00,0.00,84.28
2024-11-01 18:26:26,loop0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,loop9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,nvme0n1,0.00,0.00,0.00,0.00,0.00,0.00,11.00,7.51,0.06,6.18,0.00,0.00,86.25
2024-11-01 18:26:26,nvme1n1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.51,0.06,6.18,0.00,0.00,86.25
